"","vars","n","mean","sd","median","trimmed","mad","min","max","range","skew","kurtosis","se"
"rh44",44,412,0.109223300970874,0.312298407799556,0,0.0121212121212121,0,0,1,1,2.49651104302629,4.24288330778222,0.0153858382364497
"rh45",45,530,0.126415094339623,0.33263054398047,0,0.0330188679245283,0,0,1,1,2.24200714713547,3.03232809481064,0.0144485475400297
"rh46",46,482,0.128630705394191,0.335138585743228,0,0.0362694300518135,0,0,1,1,2.21161534156977,2.89726624896514,0.0152651442832189
"rh47",47,284,0.126760563380282,0.333291856939462,0,0.0350877192982456,0,0,1,1,2.23182898416203,2.99163168025773,0.0197772331320562
"rh48",48,346,0.109826589595376,0.313126309631908,0,0.0143884892086331,0,0,1,1,2.48491250732501,4.1869161178608,0.0168337746947354
"rh49",49,404,0.123762376237624,0.329718585129725,0,0.0308641975308642,0,0,1,1,2.27652525178573,3.19048282211171,0.0164041127253747
"rh50",50,434,0.131336405529954,0.338157707050805,0,0.0402298850574713,0,0,1,1,2.17540000723974,2.73869145552824,0.0162320893736097
"rh51",51,430,0.144186046511628,0.35168745765255,0,0.0552325581395349,0,0,1,1,2.01876109854701,2.0802503769901,0.0169598752100303
"rh52",52,445,0.159550561797753,0.366600864629035,0,0.0756302521008403,0,0,1,1,1.8531564764784,1.43743425390277,0.0173785476660587
"rh53",53,509,0.143418467583497,0.350843897883231,0,0.0562347188264059,0,0,1,1,2.02871408882862,2.11985717488897,0.0155508823672674
"rh54",54,517,0.137330754352031,0.344529553533167,0,0.0481927710843374,0,0,1,1,2.10122907619022,2.41985541860643,0.0151523924391531
"rh55",55,454,0.136563876651982,0.3437651530598,0,0.0467032967032967,0,0,1,1,2.10978687062825,2.45662625474542,0.0161336980405317
"rh56",56,376,0.146276595744681,0.353854159163697,0,0.0596026490066225,0,0,1,1,1.99394378381403,1.9811019022455,0.0182486348919239
"rh57",57,305,0.137704918032787,0.345156302516009,0,0.0489795918367347,0,0,1,1,2.09242726618154,2.38610738129956,0.0197635923898601
"rh58",58,502,0.153386454183267,0.36071907290392,0,0.0671641791044776,0,0,1,1,1.91796390360629,1.68194792608152,0.016099680130738
"rh59",59,162,0.111111111111111,0.31524416249564,0,0.0153846153846154,0,0,1,1,2.45199363650319,4.03730852766347,0.0247679205589046
"rh60",60,436,0.144495412844037,0.351995261824255,0,0.0571428571428571,0,0,1,1,2.01530672784781,2.0662160042759,0.0168575157024286
"rh61",61,242,0.144628099173554,0.352454443828979,0,0.0567010309278351,0,0,1,1,2.00822221477869,2.04144333564351,0.0226566297537095
"rh62",62,286,0.143356643356643,0.351050441831508,0,0.0565217391304348,0,0,1,1,2.02475946217681,2.10705483814692,0.0207580477872415
"rh63",63,469,0.121535181236674,0.327097095642234,0,0.0291777188328912,0,0,1,1,2.30914833889175,3.33929972214589,0.0151039405170297
"rh64",64,105,0.161904761904762,0.37013016223531,0,0.0823529411764706,0,0,1,1,1.80950010355446,1.28681727236349,0.0361210052325892
"rh65",65,228,0.131578947368421,0.338776182914178,0,0.0434782608695652,0,0,1,1,2.16547200967026,2.70117390432488,0.0224360008036407
"rh66",66,145,0.110344827586207,0.314405112414928,0,0.0170940170940171,0,0,1,1,2.46158780555688,4.08774825097476,0.0261099234289668
"rh67",67,117,0.162393162393162,0.370397385791423,0,0.0842105263157895,0,0,1,1,1.80736323700066,1.27770092084725,0.034243250429969
"rh68",68,294,0.153061224489796,0.360660395876016,0,0.0677966101694915,0,0,1,1,1.91736445476972,1.68204235331812,0.0210341414363433
"rh69",69,390,0.141025641025641,0.348495074314641,0,0.0512820512820513,0,0,1,1,2.05485780597745,2.2281735753722,0.0176467340496593
"rh70",70,425,0.145882352941176,0.353404246717869,0,0.0586510263929619,0,0,1,1,1.99932192296365,2.00201537201767,0.0171426239736425
"rh71",71,531,0.145009416195857,0.352442354320129,0,0.0564705882352941,0,0,1,1,2.01066669364839,2.04664550902973,0.0152946954308184
"rh72",72,464,0.157327586206897,0.364502341899632,0,0.0725806451612903,0,0,1,1,1.87616844313215,1.52330493607507,0.0169215964113449
"rh73",73,490,0.138775510204082,0.346065425526195,0,0.048469387755102,0,0,1,1,2.08334765838845,2.34513594372849,0.0156336423442593
"rh74",74,507,0.145956607495069,0.353411412622552,0,0.058968058968059,0,0,1,1,1.99962462696949,2.00245993715884,0.0156955518624859
"rh75",75,371,0.137466307277628,0.344803972232249,0,0.0471380471380471,0,0,1,1,2.09717139055514,2.40463110306422,0.017901330287355
"rh76",76,468,0.170940170940171,0.376859518992445,0,0.0904255319148936,0,0,1,1,1.74259475066384,1.03886996002133,0.0174203374278712
"rh77",77,261,0.187739463601533,0.391254227224767,0,0.110047846889952,0,0,1,1,1.59008702900055,0.53045313030698,0.0242180286792347
"rh78",78,434,0.175115207373272,0.380504236500107,0,0.0948275862068965,0,0,1,1,1.70371932326775,0.904760148332225,0.0182647878345677
"rh79",79,321,0.146417445482866,0.354076174988807,0,0.0583657587548638,0,0,1,1,1.99098994019113,1.97020774516559,0.0197626049286539
"rh80",80,307,0.133550488599349,0.340724094232098,0,0.0445344129554656,0,0,1,1,2.14399786200563,2.60524476760845,0.0194461511888485
"rh81",81,380,0.2,0.400527356853924,0,0.125,0,0,1,1,1.49408284450799,0.232917243767313,0.0205466198775006
"rh82",82,211,0.146919431279621,0.354867497943694,0,0.0591715976331361,0,0,1,1,1.98049809087824,1.93159444147778,0.0244300860564234
"rh83",83,159,0.157232704402516,0.365170173525321,0,0.0775193798449612,0,0,1,1,1.86549478099237,1.48955748137207,0.0289598785171226
"rh84",84,260,0.126923076923077,0.333528801217318,0,0.0336538461538462,0,0,1,1,2.22854524393633,2.97791173273806,0.0206845781684235
