"","vars","n","mean","sd","median","trimmed","mad","min","max","range","skew","kurtosis","se"
"rc74",159,505,0.845544554455446,0.361743121300987,1,0.930864197530864,0,0,1,1,-1.90665855136479,1.63860334638211,0.0160973576214616
"rc75",160,370,0.740540540540541,0.438931604736505,1,0.800675675675676,0,0,1,1,-1.09306519914655,-0.807368653793861,0.0228189675511146
"rc76",161,467,0.687366167023555,0.464063643485249,1,0.733333333333333,0,0,1,1,-0.805772903347084,-1.35361481499265,0.02147430441023
"rc77",162,261,0.632183908045977,0.483137403502492,1,0.665071770334928,0,0,1,1,-0.545093198483161,-1.70937876585915,0.0299054545097927
"rc78",163,434,0.472350230414747,0.499811056136191,0,0.46551724137931,0,0,1,1,0.110385955252766,-1.99238978570414,0.0239916984411714
"rc79",164,322,0.590062111801242,0.492587417349806,1,0.612403100775194,0,0,1,1,-0.364533939112381,-1.87290257072972,0.0274508235477809
"rc80",165,307,0.638436482084691,0.481237679619565,1,0.672064777327935,0,0,1,1,-0.57346111812098,-1.67657169557607,0.0274656850926368
"rc81",166,380,0.602631578947368,0.489998568790793,1,0.628289473684211,0,0,1,1,-0.417803244191021,-1.83023610254058,0.0251363962066031
"rc82",167,212,0.55188679245283,0.498477517511617,1,0.564705882352941,0,0,1,1,-0.207199087692547,-1.96627678376826,0.0342355764605691
"rc83",168,159,0.591194968553459,0.493166422188823,1,0.612403100775194,0,0,1,1,-0.367508456435096,-1.87662176967222,0.039110641313979
"rc84",169,260,0.711538461538462,0.453920649501602,1,0.764423076923077,0,0,1,1,-0.928465591077994,-1.14230078895463,0.0281509636427462
"hc1",170,556,0.196043165467626,0.397359063266981,0,0.121076233183857,0,0,1,1,1.52713340465231,0.332744595756747,0.0168517779285528
"hc2",171,451,0.144124168514412,0.351605615700834,0,0.0554016620498615,0,0,1,1,2.01980135676474,2.08423361965332,0.0165564618177007
"hc3",172,511,0.181996086105675,0.386219393081827,0,0.102689486552567,0,0,1,1,1.64353009052628,0.702577547034544,0.0170853400494022
"hc4",173,567,0.206349206349206,0.405041425393385,0,0.134065934065934,0,0,1,1,1.44742178275613,0.0952070569707257,0.017010140988413
"hc5",174,497,0.156941649899396,0.364112241501137,0,0.0726817042606516,0,0,1,1,1.88056347921406,1.53962898154769,0.0163326661856032
"hc6",175,433,0.191685912240185,0.394082588178805,0,0.115273775216138,0,0,1,1,1.5611044751215,0.438074891168142,0.0189384005890756
"hc7",176,541,0.160813308687616,0.367698654154452,0,0.0762124711316397,0,0,1,1,1.84150648922058,1.39373260913716,0.0158085998886071
"hc8",177,428,0.168224299065421,0.374503107072248,0,0.0872093023255814,0,0,1,1,1.76767838670765,1.12733720849528,0.0181022909433858
"hc9",178,522,0.233716475095785,0.423599850197064,0,0.167464114832536,0,0,1,1,1.25483237581578,-0.426201183176704,0.0185404617630965
"hc10",179,191,0.178010471204188,0.383526873957578,0,0.0980392156862745,0,0,1,1,1.67030652344823,0.794163899521227,0.027751030644289
"hc11",180,198,0.131313131313131,0.338598624265681,0,0.04375,0,0,1,1,2.16672359251337,2.70844654327741,0.0240631564168225
