"","vars","n","mean","sd","median","trimmed","mad","min","max","range","skew","kurtosis","se"
"rc54",54,516,0.835271317829457,0.371295454581943,1,0.917874396135266,0,0,1,1,-1.80245442320469,1.25127816548827,0.0163453709750628
"rc55",55,454,0.552863436123348,0.497746084396549,1,0.565934065934066,0,0,1,1,-0.211943392385222,-1.95938127197953,0.0233603812225667
"rc56",56,376,0.518617021276596,0.500319047145089,1,0.52317880794702,0,0,1,1,-0.0742226706262183,-1.99978838008537,0.02580198475667
"rc57",57,303,0.712871287128713,0.453170588979346,1,0.765432098765432,0,0,1,1,-0.936374719747348,-1.12688884874224,0.0260339701106535
"rc58",58,501,0.826347305389222,0.379189175923739,1,0.907730673316708,0,0,1,1,-1.71785448658271,0.952938053226286,0.0169409230129408
"rc59",59,162,0.364197530864198,0.482696525670619,0,0.330769230769231,0,0,1,1,0.559209255139249,-1.69765025489453,0.0379242207285424
"rc60",60,437,0.482837528604119,0.500278091161936,0,0.478632478632479,0,0,1,1,0.068454718719299,-1.99987462625428,0.0239315465660897
"rc61",61,242,0.566115702479339,0.496636607759987,1,0.582474226804124,0,0,1,1,-0.265153619642203,-1.93764921748903,0.0319250102847791
"rc62",62,287,0.383275261324042,0.487033697568943,0,0.354978354978355,0,0,1,1,0.47765907307864,-1.77800055462147,0.0287486901727184
"rc63",63,468,0.675213675213675,0.468796076696094,1,0.718085106382979,0,0,1,1,-0.745907637499779,-1.44669934686686,0.0216701063110784
"rc64",64,105,0.428571428571429,0.497245158098847,0,0.411764705882353,0,0,1,1,0.284561038624187,-1.93720332577475,0.048526158606197
"rc65",65,229,0.314410480349345,0.465297704243091,0,0.27027027027027,0,0,1,1,0.79424026115758,-1.37513021913495,0.0307477377712886
"rc66",66,145,0.462068965517241,0.500287273795605,0,0.452991452991453,0,0,1,1,0.150591242730225,-1.99091033445232,0.0415465967170754
"rc67",67,117,0.461538461538462,0.500662690814359,0,0.452631578947368,0,0,1,1,0.152329334952246,-1.99361670301841,0.0462862821395627
"rc68",68,294,0.653061224489796,0.476807661145271,1,0.690677966101695,0,0,1,1,-0.63984126309368,-1.5959970510313,0.0278079875060899
"rc69",69,390,0.735897435897436,0.441420457502699,1,0.794871794871795,0,0,1,1,-1.06607007753259,-0.865694612557579,0.0223521937374533
"rc70",70,425,0.696470588235294,0.460323680937625,1,0.744868035190616,0,0,1,1,-0.851610780045137,-1.27774895146212,0.0223289783350465
"rc71",71,531,0.644067796610169,0.479246290247198,1,0.68,0,0,1,1,-0.600094295641134,-1.64297030929258,0.0207975175396275
"rc72",72,462,0.803030303030303,0.398140356048519,1,0.878378378378378,0,0,1,1,-1.51893365588207,0.307839815987328,0.0185231657412786
"rc73",73,489,0.830265848670757,0.375783513278308,1,0.910941475826972,0,0,1,1,-1.7541507104016,1.07926433673306,0.0169935178819354
"rc74",74,505,0.845544554455446,0.361743121300987,1,0.930864197530864,0,0,1,1,-1.90665855136479,1.63860334638211,0.0160973576214616
"rc75",75,370,0.740540540540541,0.438931604736505,1,0.800675675675676,0,0,1,1,-1.09306519914655,-0.807368653793861,0.0228189675511146
"rc76",76,467,0.687366167023555,0.464063643485249,1,0.733333333333333,0,0,1,1,-0.805772903347084,-1.35361481499265,0.02147430441023
"rc77",77,261,0.632183908045977,0.483137403502492,1,0.665071770334928,0,0,1,1,-0.545093198483161,-1.70937876585915,0.0299054545097927
"rc78",78,434,0.472350230414747,0.499811056136191,0,0.46551724137931,0,0,1,1,0.110385955252766,-1.99238978570414,0.0239916984411714
"rc79",79,322,0.590062111801242,0.492587417349806,1,0.612403100775194,0,0,1,1,-0.364533939112381,-1.87290257072972,0.0274508235477809
"rc80",80,307,0.638436482084691,0.481237679619565,1,0.672064777327935,0,0,1,1,-0.57346111812098,-1.67657169557607,0.0274656850926368
"rc81",81,380,0.602631578947368,0.489998568790793,1,0.628289473684211,0,0,1,1,-0.417803244191021,-1.83023610254058,0.0251363962066031
"rc82",82,212,0.55188679245283,0.498477517511617,1,0.564705882352941,0,0,1,1,-0.207199087692547,-1.96627678376826,0.0342355764605691
"rc83",83,159,0.591194968553459,0.493166422188823,1,0.612403100775194,0,0,1,1,-0.367508456435096,-1.87662176967222,0.039110641313979
"rc84",84,260,0.711538461538462,0.453920649501602,1,0.764423076923077,0,0,1,1,-0.928465591077994,-1.14230078895463,0.0281509636427462
